Boro,Apartment,Story,Class,OrderNumber,CurrentStatus
MANHATTAN,4B,4,C,510,VIOLATION CLOSED
MANHATTAN,,1,A,722,VIOLATION CLOSED
BRONX,,2,B,501,VIOLATION CLOSED
BRONX,,1,B,501,VIOLATION CLOSED
BRONX,1A,1,A,583,NOV CERTIFIED LATE
QUEENS,,1,B,506,NOV SENT OUT
BROOKLYN,A7,1,B,568,VIOLATION CLOSED
BRONX,3B,3,B,583,NOV SENT OUT
BRONX,1C,1,B,702,VIOLATION CLOSED
BRONX,1A,,A,529,NOT COMPLIED WITH
BRONX,1,1,B,870,NOV SENT OUT
MANHATTAN,,999,A,553,NOV SENT OUT
BROOKLYN,2R,2,B,510,VIOLATION CLOSED
BROOKLYN,5J,5,B,508,NOV SENT OUT
BROOKLYN,C1,3,B,569,NOT COMPLIED WITH
MANHATTAN,1D,1,C,670,VIOLATION CLOSED
MANHATTAN,17,5,B,505,VIOLATION CLOSED
BROOKLYN,5B,5,B,593,VIOLATION CLOSED
QUEENS,1FL,1,B,870,VIOLATION CLOSED
BROOKLYN,2L,2,B,1502,NOV SENT OUT
STATEN ISLAND,2FL,2,C,807,VIOLATION CLOSED
MANHATTAN,3M,4,B,501,NOT COMPLIED WITH
BRONX,3A,3,B,508,NOV SENT OUT
BRONX,7,2,B,579,VIOLATION DISMISSED
BROOKLYN,3,2,B,501,NOV SENT OUT
BRONX,1C,2,C,790,VIOLATION CLOSED
MANHATTAN,3,1,B,530,NOT COMPLIED WITH
QUEENS,2C,1,B,1502,VIOLATION CLOSED
BRONX,4D,4,B,508,NOT COMPLIED WITH
QUEENS,3B,3,B,506,VIOLATION CLOSED
BROOKLYN,5F,5,B,569,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BRONX,3A,3,C,583,VIOLATION CLOSED
BRONX,1D,1,B,702,VIOLATION CLOSED
MANHATTAN,,6,B,689,VIOLATION CLOSED
BROOKLYN,1L,1,B,550,NOV SENT OUT
BROOKLYN,4,3,B,502,VIOLATION CLOSED
BROOKLYN,2FL,2,B,521,VIOLATION DISMISSED
MANHATTAN,1S,1,B,702,VIOLATION CLOSED
BRONX,2A,2,B,1502,VIOLATION CLOSED
BRONX,B5,2,B,566,VIOLATION CLOSED
BRONX,6K,6,C,790,NOV SENT OUT
BRONX,10,2,C,583,VIOLATION CLOSED
BROOKLYN,A2,1,B,502,VIOLATION CLOSED
MANHATTAN,4A,4,B,521,VIOLATION CLOSED
MANHATTAN,6F,6,A,556,VIOLATION CLOSED
BRONX,4E,4,B,502,VIOLATION CLOSED
BROOKLYN,,2,B,810,VIOLATION DISMISSED
BRONX,3A,3,B,508,VIOLATION WILL BE REINSPECTED
BROOKLYN,C6,3,B,566,VIOLATION CLOSED
BROOKLYN,3L,3,A,556,VIOLATION CLOSED
MANHATTAN,1,-999,I,767,VIOLATION CLOSED
BROOKLYN,,966,B,552,VIOLATION CLOSED
BRONX,,966,A,540,VIOLATION CLOSED
BRONX,1M,1,B,583,VIOLATION DISMISSED
BROOKLYN,4,3,B,501,VIOLATION CLOSED
BRONX,5D,5,A,501,NOV CERTIFIED ON TIME
BRONX,2C,3,B,501,VIOLATION CLOSED
MANHATTAN,5W,5,C,617,VIOLATION CLOSED
BRONX,1F,1,C,616,VIOLATION CLOSED
BRONX,2A,2,A,502,VIOLATION CLOSED
BROOKLYN,,6,A,553,VIOLATION CLOSED
BROOKLYN,1F,1,C,616,VIOLATION CLOSED
BROOKLYN,2H,,C,616,VIOLATION CLOSED
BRONX,18,4,A,556,VIOLATION CLOSED
BRONX,1C,1,A,501,VIOLATION CLOSED
BROOKLYN,2FL,2,C,810,VIOLATION CLOSED
BROOKLYN,3B,3,B,1502,VIOLATION CLOSED
MANHATTAN,10,,B,509,VIOLATION CLOSED
MANHATTAN,7L,7,C,598,VIOLATION CLOSED
BROOKLYN,,1,B,808,VIOLATION DISMISSED
BRONX,5D,5,B,1503,VIOLATION CLOSED
QUEENS,1F,1,C,526,NOV SENT OUT
MANHATTAN,1D,1,C,502,VIOLATION CLOSED
MANHATTAN,3C,3,C,670,INVALID CERTIFICATION
MANHATTAN,,All Stories,C,671,VIOLATION CLOSED
QUEENS,,0,B,501,NOV SENT OUT
QUEENS,2R,2,B,869,NOV SENT OUT
BROOKLYN,3,2,B,805,VIOLATION CLOSED
MANHATTAN,2E,2,B,505,VIOLATION CLOSED
BROOKLYN,1L,1,B,508,NOT COMPLIED WITH
BRONX,4G,4,B,508,VIOLATION CLOSED
BROOKLYN,1A,1,B,501,NOV SENT OUT
MANHATTAN,15F,15,B,569,VIOLATION CLOSED
MANHATTAN,,Yards / Courts,A,106,NOT COMPLIED WITH
STATEN ISLAND,2FL,2,A,856,NOV SENT OUT
MANHATTAN,,999,B,530,VIOLATION CLOSED
BRONX,5B,5,B,507,NOV SENT OUT
BROOKLYN,,0,B,686,INVALID CERTIFICATION
BROOKLYN,B7,2,B,501,VIOLATION CLOSED
BROOKLYN,6E,6,C,790,VIOLATION CLOSED
BRONX,,966,C,502,NOV SENT OUT
BRONX,,1,A,505,VIOLATION CLOSED
BRONX,3E,5,A,556,VIOLATION DISMISSED
BRONX,3E,5,B,502,VIOLATION DISMISSED
MANHATTAN,2D,2,B,1503,VIOLATION CLOSED
BRONX,1B,1,A,508,VIOLATION CLOSED
BROOKLYN,,1,A,856,VIOLATION DISMISSED
BRONX,2B,,A,529,FIRST NO ACCESS TO RE- INSPECT VIOLATION
MANHATTAN,1D,1,B,550,VIOLATION CLOSED
MANHATTAN,3,2,B,508,VIOLATION CLOSED
BROOKLYN,,1,C,672,VIOLATION CLOSED
BRONX,6A,6,A,556,VIOLATION CLOSED
MANHATTAN,53,5,B,508,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BROOKLYN,8R,4,B,508,VIOLATION CLOSED
BROOKLYN,1F,1,C,583,VIOLATION CLOSED
BRONX,2,1,B,550,VIOLATION CLOSED
BROOKLYN,4A,4,B,506,VIOLATION CLOSED
BROOKLYN,2,2,A,829,VIOLATION DISMISSED
BROOKLYN,4L,4,B,501,VIOLATION CLOSED
MANHATTAN,4M,5,C,502,VIOLATION CLOSED
BRONX,1C,3,B,570,VIOLATION CLOSED
BROOKLYN,,999,C,501,VIOLATION CLOSED
BROOKLYN,11,3,B,702,NOV SENT OUT
BROOKLYN,2,2,B,579,VIOLATION CLOSED
QUEENS,4T,4,A,529,VIOLATION CLOSED
BRONX,3RDFLR,3,B,507,INVALID CERTIFICATION
MANHATTAN,5J,5,B,507,VIOLATION CLOSED
BROOKLYN,2C,2,B,550,VIOLATION CLOSED
BROOKLYN,6A,6,A,592,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BROOKLYN,F15,6,A,508,VIOLATION CLOSED
MANHATTAN,1,1,B,550,NOT COMPLIED WITH
MANHATTAN,3B,3,B,510,VIOLATION CLOSED
MANHATTAN,52,5,B,508,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BRONX,1F,1,C,583,VIOLATION CLOSED
BROOKLYN,4C,4,B,501,VIOLATION CLOSED
BRONX,1A,2,B,508,NOV SENT OUT
BROOKLYN,5H,5,B,576,INVALID CERTIFICATION
BROOKLYN,7,3,B,508,VIOLATION CLOSED
MANHATTAN,64,6,B,501,VIOLATION CLOSED
MANHATTAN,46,4,C,617,DEFECT LETTER ISSUED
MANHATTAN,,3,C,502,VIOLATION CLOSED
BROOKLYN,1E,1,B,508,VIOLATION CLOSED
BROOKLYN,5B,5,B,508,VIOLATION CLOSED
BRONX,1A,1,A,556,INVALID CERTIFICATION
BROOKLYN,2F,2,B,509,VIOLATION DISMISSED
MANHATTAN,APT53,5,B,583,VIOLATION CLOSED
MANHATTAN,,1,B,504,VIOLATION CLOSED
BROOKLYN,1L,1,B,501,VIOLATION REOPEN
BROOKLYN,3A,3,B,510,VIOLATION CLOSED
BROOKLYN,1,1,B,742,NOT COMPLIED WITH
BROOKLYN,,966,A,772,VIOLATION DISMISSED
BROOKLYN,TOPFL,2,B,1502,VIOLATION CLOSED
MANHATTAN,3D,3,B,501,VIOLATION CLOSED
BROOKLYN,8,4,A,556,NOV SENT OUT
BRONX,4,1,B,501,VIOLATION CLOSED
BRONX,4A,5,B,1502,VIOLATION CLOSED
BRONX,5C,5,B,508,VIOLATION CLOSED
BROOKLYN,C4,3,C,790,FIRST NO ACCESS TO RE- INSPECT VIOLATION
MANHATTAN,3E,3,C,616,VIOLATION CLOSED
MANHATTAN,64,6,C,617,VIOLATION CLOSED
BRONX,4A,5,B,1502,VIOLATION CLOSED
BROOKLYN,2R,2,B,510,VIOLATION CLOSED
BRONX,2A,2,A,509,NOT COMPLIED WITH
BRONX,5F,5,B,508,VIOLATION CLOSED
BRONX,1F,1,C,579,VIOLATION CLOSED
STATEN ISLAND,2FL,2,C,807,VIOLATION CLOSED
BRONX,1A,1,B,583,VIOLATION CLOSED
BROOKLYN,2R,2,B,569,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BROOKLYN,,4,B,538,VIOLATION CLOSED
BRONX,3B,0,C,616,VIOLATION CLOSED
BRONX,,6,B,502,NOV SENT OUT
BROOKLYN,2F,2,C,583,VIOLATION CLOSED
QUEENS,,0,B,552,VIOLATION CLOSED
MANHATTAN,1,2,B,568,VIOLATION CLOSED
MANHATTAN,12A,5,B,568,VIOLATION CLOSED
MANHATTAN,42,4,C,617,DEFECT LETTER ISSUED
QUEENS,4K,4,B,649,NOV SENT OUT
MANHATTAN,1A,1,C,617,VIOLATION CLOSED
BRONX,16A,17,B,579,FIRST NO ACCESS TO RE- INSPECT VIOLATION
QUEENS,2FL,2,B,801,NOT COMPLIED WITH
MANHATTAN,,1,A,1501,VIOLATION CLOSED
BRONX,4A,4,A,556,VIOLATION CLOSED
BROOKLYN,,0,B,510,VIOLATION CLOSED
BROOKLYN,,4,B,530,VIOLATION CLOSED
BRONX,2A,2,B,508,VIOLATION CLOSED
BROOKLYN,2FL,2,B,808,VIOLATION CLOSED
BRONX,2D,2,C,526,VIOLATION CLOSED
BROOKLYN,2L,2,B,550,VIOLATION CLOSED
MANHATTAN,4R,,B,510,VIOLATION CLOSED
BROOKLYN,A2,1,B,688,VIOLATION CLOSED
BROOKLYN,7D,4,B,530,NOV CERTIFIED LATE
MANHATTAN,2J,2,B,508,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BRONX,,-999,C,567,VIOLATION CLOSED
MANHATTAN,4B,,C,555,VIOLATION CLOSED
BROOKLYN,7D,4,B,506,INVALID CERTIFICATION
BRONX,1D,1,B,568,NOV SENT OUT
BRONX,4G,4,A,502,VIOLATION CLOSED
BROOKLYN,2,2,B,1503,VIOLATION CLOSED
BROOKLYN,,2,B,566,VIOLATION CLOSED
BRONX,BA,-1,B,569,VIOLATION CLOSED
BROOKLYN,1R,1,A,556,VIOLATION DISMISSED
BRONX,2,2,B,1002,NOV SENT OUT
BRONX,1C,,A,509,VIOLATION CLOSED
MANHATTAN,4B,,C,555,VIOLATION CLOSED
BRONX,5A,5,B,508,VIOLATION CLOSED
BRONX,2A,2,B,505,NOV CERTIFIED LATE
MANHATTAN,4F,5,B,569,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BRONX,20E,20,B,1502,VIOLATION CLOSED
BRONX,3D,3,B,530,VIOLATION CLOSED
STATEN ISLAND,1,1,B,883,NOV SENT OUT
MANHATTAN,6J,6,C,790,VIOLATION DISMISSED
BROOKLYN,C5,3,B,702,VIOLATION CLOSED
STATEN ISLAND,BASE,-1,B,1002,VIOLATION CLOSED
QUEENS,,966,B,1041,NOV SENT OUT
BRONX,5D,5,A,509,VIOLATION CLOSED
MANHATTAN,4,2,B,508,NOV SENT OUT
BRONX,1C,,A,505,VIOLATION CLOSED
BRONX,5A,5,B,501,VIOLATION CLOSED
QUEENS,KK,-1,C,617,DEFECT LETTER ISSUED
BRONX,,1,B,501,NOV CERTIFIED LATE
MANHATTAN,10E,3,B,501,VIOLATION CLOSED
BRONX,4B,4,B,583,NOV SENT OUT
BROOKLYN,2F,2,B,569,NOV SENT OUT
MANHATTAN,3E,3,B,569,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BROOKLYN,3R,3,A,491,VIOLATION CLOSED
BROOKLYN,2R,2,C,617,VIOLATION CLOSED
BRONX,6F,6,A,556,VIOLATION CLOSED
BRONX,2EE,6,C,670,VIOLATION CLOSED
BRONX,,6,B,502,VIOLATION CLOSED
BROOKLYN,,1,A,1501,VIOLATION CLOSED
BROOKLYN,C9,3,B,502,VIOLATION CLOSED
BROOKLYN,B22,2,B,502,FIRST NO ACCESS TO RE- INSPECT VIOLATION
MANHATTAN,42,,A,491,NOT COMPLIED WITH
BROOKLYN,BSMT4,Basement,B,569,FIRST NO ACCESS TO RE- INSPECT VIOLATION
MANHATTAN,3L,3,B,502,VIOLATION CLOSED
BRONX,6D,6,B,507,VIOLATION CLOSED
BRONX,PHB,13,B,579,VIOLATION CLOSED
BRONX,,-2,B,552,VIOLATION CLOSED
BROOKLYN,1B,1,B,568,FIRST NO ACCESS TO RE- INSPECT VIOLATION
MANHATTAN,6,2,B,1503,VIOLATION CLOSED
MANHATTAN,5C,5,B,502,FIRST NO ACCESS TO RE- INSPECT VIOLATION
QUEENS,25,2,B,505,NOV SENT OUT
BROOKLYN,4L,4,B,569,NOV SENT OUT
BROOKLYN,,0,B,686,VIOLATION CLOSED
BRONX,1F,1,C,567,VIOLATION CLOSED
BRONX,1A,1,C,508,VIOLATION CLOSED
BROOKLYN,,-2,B,502,INVALID CERTIFICATION
MANHATTAN,9,,A,556,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BROOKLYN,E4,5,B,521,VIOLATION CLOSED
BROOKLYN,1R,1,B,502,FIRST NO ACCESS TO RE- INSPECT VIOLATION
MANHATTAN,3A,3,A,502,VIOLATION DISMISSED
BRONX,C,1,C,617,VIOLATION CLOSED
MANHATTAN,14,4,B,508,NOT COMPLIED WITH
BROOKLYN,,0,B,552,VIOLATION CLOSED
BROOKLYN,,999,B,506,VIOLATION CLOSED
MANHATTAN,4J,5,B,598,NOT COMPLIED WITH
BROOKLYN,,0,B,686,VIOLATION CLOSED
BRONX,4L,4,B,568,VIOLATION CLOSED
BROOKLYN,,3,B,683,VIOLATION CLOSED
BRONX,4H,4,C,616,VIOLATION CLOSED
BROOKLYN,1FL,1,B,808,VIOLATION CLOSED
BRONX,5F,5,A,554,VIOLATION DISMISSED
BRONX,2A,2,A,529,NOT COMPLIED WITH
MANHATTAN,1D,1,C,510,VIOLATION CLOSED
BROOKLYN,3,2,B,893,VIOLATION CLOSED
BROOKLYN,3-B,3,B,501,VIOLATION DISMISSED
MANHATTAN,1D,1,B,689,NOV SENT OUT
MANHATTAN,6F,6,B,1502,VIOLATION CLOSED
BROOKLYN,,1,C,672,VIOLATION CLOSED
QUEENS,3,3,B,1502,NOV SENT OUT
BROOKLYN,4,3,B,508,VIOLATION CLOSED
MANHATTAN,3G,4,A,506,FALSE CERTIFICATION
MANHATTAN,44,4,B,1502,VIOLATION CLOSED
BRONX,1,1,B,1002,NOV SENT OUT
BROOKLYN,2,1,B,801,VIOLATION CLOSED
BRONX,,5,B,502,VIOLATION CLOSED
BRONX,15,3,B,550,VIOLATION CLOSED
MANHATTAN,3G,4,C,649,VIOLATION CLOSED
BROOKLYN,2A,2,B,570,VIOLATION DISMISSED
BROOKLYN,4G,4,B,568,VIOLATION CLOSED
BROOKLYN,4G,4,B,502,VIOLATION CLOSED
BRONX,3A,3,B,569,VIOLATION CLOSED
BROOKLYN,2,2,B,810,VIOLATION CLOSED
BRONX,2E,2,B,502,VIOLATION CLOSED
QUEENS,1B,1,B,702,VIOLATION CLOSED
BROOKLYN,6C,6,B,505,NOT COMPLIED WITH
BRONX,4A,4,A,556,VIOLATION CLOSED
BRONX,5D,5,B,501,NOV CERTIFIED ON TIME
BRONX,3G,3,B,1502,VIOLATION CLOSED
BROOKLYN,1G,1,A,502,VIOLATION CLOSED
MANHATTAN,4E,4,B,1502,VIOLATION CLOSED
BROOKLYN,,977,B,539,VIOLATION CLOSED
BROOKLYN,B1,2,B,583,VIOLATION CLOSED
BRONX,4E,4,B,1502,VIOLATION DISMISSED
BRONX,2,2,B,1502,NOV SENT OUT
BROOKLYN,BSMNT,-1,B,1042,VIOLATION CLOSED
MANHATTAN,21,2,B,502,NOT COMPLIED WITH
BRONX,5F,5,A,502,VIOLATION CLOSED
BRONX,1C,3,B,568,VIOLATION CLOSED
BROOKLYN,2R,2,C,526,VIOLATION REOPEN
BRONX,,8,B,502,NOT COMPLIED WITH
BROOKLYN,3B,3,B,1502,VIOLATION CLOSED
MANHATTAN,52,5,A,556,VIOLATION CLOSED
BRONX,B,1,C,617,VIOLATION CLOSED
QUEENS,,966,B,538,VIOLATION CLOSED
BRONX,6D,6,A,554,VIOLATION CLOSED
MANHATTAN,12A,12,B,505,NOT COMPLIED WITH
BRONX,3B,3,C,567,VIOLATION DISMISSED
BRONX,5B,5,B,502,VIOLATION CLOSED
MANHATTAN,3D,3,A,501,VIOLATION CLOSED
MANHATTAN,52,5,A,556,VIOLATION CLOSED
BROOKLYN,2L,2,B,1503,VIOLATION CLOSED
BRONX,6L,6,B,702,VIOLATION CLOSED
STATEN ISLAND,PH,1,B,1503,VIOLATION CLOSED
BRONX,4A,4,B,1503,VIOLATION CLOSED
MANHATTAN,52,5,B,508,VIOLATION CLOSED
MANHATTAN,,1,B,504,VIOLATION CLOSED
BROOKLYN,1F,1,C,617,VIOLATION CLOSED
MANHATTAN,53,5,A,508,FIRST NO ACCESS TO RE- INSPECT VIOLATION
MANHATTAN, 4/5B,4,A,501,VIOLATION CLOSED
BROOKLYN,5D,5,B,583,VIOLATION CLOSED
BRONX,36,3,B,583,INVALID CERTIFICATION
QUEENS,3FLR,3,C,742,VIOLATION CLOSED
BROOKLYN,,966,C,791,VIOLATION CLOSED
STATEN ISLAND,2FL,2,C,807,NOV SENT OUT
MANHATTAN,4C,4,A,556,VIOLATION CLOSED
BRONX,BA,1,A,491,NOT COMPLIED WITH
MANHATTAN,5B,5,B,702,VIOLATION CLOSED
BROOKLYN,F15,6,C,790,NOT COMPLIED WITH
BRONX,2D,3,B,702,VIOLATION CLOSED
BROOKLYN,12B,3,A,554,VIOLATION DISMISSED
BROOKLYN,4B,4,C,616,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BRONX,1B,1,B,508,VIOLATION CLOSED
MANHATTAN,4B,4,B,1502,VIOLATION CLOSED
BRONX,3,2,B,702,NOV SENT OUT
BROOKLYN,A5,1,B,501,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BROOKLYN,7,3,B,741,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BRONX,1B,1,A,508,VIOLATION CLOSED
BROOKLYN,6G,6,B,1502,VIOLATION CLOSED
BROOKLYN,2FL,2,A,856,VIOLATION CLOSED
BROOKLYN,,2,B,683,VIOLATION CLOSED
BRONX,,1,C,501,VIOLATION CLOSED
BRONX,5A,5,B,508,VIOLATION CLOSED
BRONX,2A,2,B,568,VIOLATION CLOSED
BRONX,2,1,A,554,NOV SENT OUT
MANHATTAN,2A,2,B,502,VIOLATION CLOSED
MANHATTAN,,1,C,583,VIOLATION CLOSED
BRONX,6D,6,B,569,VIOLATION CLOSED
BRONX,1A,1,B,579,VIOLATION CLOSED
BROOKLYN,D1,4,B,502,VIOLATION CLOSED
BROOKLYN,1 FL,1,C,1042,FIRST NO ACCESS TO RE- INSPECT VIOLATION
MANHATTAN,2D,2,B,1503,VIOLATION CLOSED
MANHATTAN,1N,1,C,567,FIRST NO ACCESS TO RE- INSPECT VIOLATION
MANHATTAN,6,2,B,702,VIOLATION CLOSED
MANHATTAN,,2,A,556,VIOLATION CLOSED
MANHATTAN,5W,5,C,617,VIOLATION CLOSED
BROOKLYN,3L,3,C,616,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BROOKLYN,B5,2,B,501,FIRST NO ACCESS TO RE- INSPECT VIOLATION
QUEENS,,6,A,556,NOV SENT OUT
BRONX,6N,6,B,579,VIOLATION CLOSED
BROOKLYN,2R,2,B,505,FIRST NO ACCESS TO RE- INSPECT VIOLATION
MANHATTAN,,-2,B,569,NOV CERTIFIED LATE
BROOKLYN,5F,5,B,583,VIOLATION CLOSED
STATEN ISLAND,BASE,-1,B,806,VIOLATION CLOSED
BROOKLYN,BLDG,2,B,809,VIOLATION DISMISSED
BRONX,2D,2,B,505,VIOLATION CLOSED
BROOKLYN,4G,4,B,569,VIOLATION CLOSED
BROOKLYN,,2,B,683,VIOLATION CLOSED
BRONX,2B,2,B,702,VIOLATION CLOSED
BROOKLYN,1,1,B,801,VIOLATION CLOSED
STATEN ISLAND,PH,2,B,550,NOV SENT OUT
BRONX,6D,6,B,508,VIOLATION CLOSED
BROOKLYN,,-2,B,506,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BRONX,4B,4,C,508,VIOLATION CLOSED
QUEENS,3L,3,B,550,VIOLATION CLOSED
BRONX,20E,20,C,501,NOV SENT OUT
BROOKLYN,2L,2,B,506,VIOLATION CLOSED
BROOKLYN,3,3,B,506,VIOLATION CLOSED
MANHATTAN,5D,5,B,508,VIOLATION CLOSED
BRONX,1K,1,A,529,VIOLATION CLOSED
MANHATTAN,2G,2,B,1503,FIRST NO ACCESS TO RE- INSPECT VIOLATION
STATEN ISLAND,,1,B,810,NOV SENT OUT
MANHATTAN,51,5,A,501,NOT COMPLIED WITH
BROOKLYN,,0,B,552,NOT COMPLIED WITH
BRONX,5H,5,B,508,VIOLATION CLOSED
QUEENS,,966,C,791,VIOLATION CLOSED
BROOKLYN,,,B,530,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BROOKLYN,,-2,B,502,VIOLATION CLOSED
MANHATTAN,,-999,B,509,NOV CERTIFIED LATE
BROOKLYN,6B,6,B,508,VIOLATION CLOSED
BROOKLYN,3,,A,508,VIOLATION CLOSED
MANHATTAN,6L,6,B,502,VIOLATION CLOSED
BROOKLYN,2,1,B,808,VIOLATION CLOSED
BROOKLYN,18,,C,555,VIOLATION CLOSED
MANHATTAN,2,2,A,554,VIOLATION CLOSED
BRONX,,1,C,505,VIOLATION CLOSED
BROOKLYN,2FL,2,B,879,NOV SENT OUT
BRONX,2A,1,B,569,NOT COMPLIED WITH
MANHATTAN,2A,,B,566,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BRONX,D4,4,A,550,VIOLATION CLOSED
BROOKLYN,3L,,B,502,VIOLATION CLOSED
QUEENS,2,2,B,508,VIOLATION DISMISSED
BROOKLYN,C1,3,B,689,VIOLATION CLOSED
BRONX,4,1,C,502,VIOLATION CLOSED
BRONX,2A,2,A,556,VIOLATION CLOSED
BROOKLYN,3L,3,A,491,NOT COMPLIED WITH
MANHATTAN,4C,4,C,567,VIOLATION CLOSED
BROOKLYN,D5,4,A,556,VIOLATION CLOSED
BRONX,6G,6,A,556,VIOLATION CLOSED
BRONX,1B,2,B,596,VIOLATION CLOSED
BROOKLYN,D5,4,B,1503,VIOLATION CLOSED
BRONX,2A,2,B,508,VIOLATION CLOSED
MANHATTAN,52,5,B,501,VIOLATION CLOSED
BRONX,K,-1,B,569,VIOLATION DISMISSED
BROOKLYN,1R,1,C,510,VIOLATION CLOSED
BRONX,2B,2,A,556,NOT COMPLIED WITH
BRONX,2A,2,A,502,VIOLATION CLOSED
BRONX,5A,5,A,556,VIOLATION CLOSED
BRONX,2A,2,B,508,VIOLATION CLOSED
BROOKLYN,1F,1,A,501,NOT COMPLIED WITH
QUEENS,2H,,B,508,VIOLATION REOPEN
MANHATTAN,1D,1,B,593,VIOLATION DISMISSED
BROOKLYN,,1,B,501,VIOLATION CLOSED
BROOKLYN,2,,B,510,VIOLATION CLOSED
BRONX,6A,6,B,1502,VIOLATION CLOSED
BROOKLYN,2A,2,A,692,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BRONX,4B,,B,502,VIOLATION CLOSED
BROOKLYN,BSMT4,Basement,A,529,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BRONX,3,1,A,491,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BRONX,1E,1,A,556,FIRST NO ACCESS TO RE- INSPECT VIOLATION
MANHATTAN,,-2,C,672,VIOLATION CLOSED
BRONX,4B,4,C,790,VIOLATION CLOSED
BROOKLYN,5D,4,B,569,VIOLATION CLOSED
MANHATTAN,2,2,A,508,VIOLATION DISMISSED
BROOKLYN,2,1,B,806,VIOLATION CLOSED
BROOKLYN,11,3,A,556,NOV SENT OUT
QUEENS,2D,2,C,790,VIOLATION CLOSED
BRONX,,0,C,674,FIRST NO ACCESS TO RE- INSPECT VIOLATION
STATEN ISLAND,1,2,A,829,VIOLATION CLOSED
BROOKLYN,2L,2,B,530,VIOLATION CLOSED
BRONX,3D,3,B,569,VIOLATION CLOSED
MANHATTAN,52,5,B,583,VIOLATION CLOSED
MANHATTAN,3E,3,C,616,VIOLATION CLOSED
BRONX,,999,B,502,NOV SENT OUT
BROOKLYN,,999,B,506,VIOLATION CLOSED
QUEENS,1F,1,C,526,NOV CERTIFIED LATE
BROOKLYN,,-999,B,501,VIOLATION CLOSED
MANHATTAN,7,3,C,508,VIOLATION CLOSED
BROOKLYN,D2,4,B,508,VIOLATION CLOSED
BRONX,,1,A,722,VIOLATION CLOSED
MANHATTAN,51,5,A,508,NOV SENT OUT
QUEENS,,966,B,1061,NOV SENT OUT
BROOKLYN,1L,1,A,508,NOV SENT OUT
BRONX,10,2,C,550,VIOLATION CLOSED
MANHATTAN,,1,A,722,VIOLATION CLOSED
BRONX,C4,3,B,566,VIOLATION CLOSED
BROOKLYN,2L,2,B,501,VIOLATION CLOSED
BRONX,4E,4,C,510,VIOLATION CLOSED
BROOKLYN,H2,2,C,617,VIOLATION CLOSED
MANHATTAN,,1,A,556,NOV SENT OUT
BRONX,5H,5,B,508,VIOLATION CLOSED
BRONX,1B,1,B,501,VIOLATION CLOSED
BROOKLYN,1L,1,B,570,NOT COMPLIED WITH
BROOKLYN,6D,6,B,593,VIOLATION CLOSED
BROOKLYN,,1,A,556,VIOLATION CLOSED
BRONX,3D,3,B,506,VIOLATION CLOSED
BRONX,,5,A,1501,VIOLATION CLOSED
MANHATTAN,501,5,B,505,VIOLATION CLOSED
BRONX,,2,B,504,VIOLATION CLOSED
BROOKLYN,6B,6,B,501,VIOLATION CLOSED
BROOKLYN,3,3,B,1502,VIOLATION CLOSED
MANHATTAN,47,4,B,501,VIOLATION CLOSED
BROOKLYN,,977,B,539,VIOLATION CLOSED
BRONX,3G,3,B,508,VIOLATION DISMISSED
BROOKLYN,3B,3,B,550,VIOLATION CLOSED
BROOKLYN,9,3,A,550,VIOLATION CLOSED
BRONX,2A,2,C,616,VIOLATION CLOSED
QUEENS,,966,B,510,NOT COMPLIED WITH
BROOKLYN,B1,2,B,508,NOT COMPLIED WITH
BRONX,3E,5,B,507,VIOLATION DISMISSED
BROOKLYN,,2,C,688,VIOLATION CLOSED
BROOKLYN,,1,B,505,FIRST NO ACCESS TO RE- INSPECT VIOLATION
QUEENS,109,1,B,568,NOV SENT OUT
BRONX,3D,3,B,501,VIOLATION CLOSED
BRONX,D1,3,B,501,NOV SENT OUT
BRONX,3A,3,A,556,VIOLATION WILL BE REINSPECTED
MANHATTAN,1J,2,B,702,VIOLATION CLOSED
BRONX,2A,2,A,556,VIOLATION CLOSED
BROOKLYN,3,2,B,801,VIOLATION DISMISSED
MANHATTAN,3,2,B,568,VIOLATION CLOSED
BROOKLYN,2R,2,B,569,NOT COMPLIED WITH
BRONX,2A,2,A,556,VIOLATION CLOSED
MANHATTAN,24,2,B,702,VIOLATION CLOSED
BRONX,4A,,B,510,VIOLATION CLOSED
MANHATTAN,501,5,B,505,VIOLATION CLOSED
